weather_code,max_temp,min_temp,mean_temp,snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h),range_temp,LA,Boston,Chicago,Year,Phase_encoded
3,84.2,56.1,67.2,0.0,0,8.8,28.1,1,0,0,2022,8
3,79.3,50.6,61.8,0.0,0,11.8,28.7,1,0,0,2022,7
63,63.6,49.4,57.0,0.0,12,15.5,14.200000000000005,1,0,0,2022,6
51,61.3,47.7,54.0,0.0,5,16.0,13.599999999999994,1,0,0,2022,6
1,62.8,39.2,50.2,0.0,0,11.4,23.599999999999994,1,0,0,2022,5
0,71.7,41.5,53.2,0.0,0,8.9,30.200000000000003,1,0,0,2022,4
1,70.6,39.7,53.8,0.0,0,11.7,30.89999999999999,1,0,0,2022,4
0,69.6,46.0,56.3,0.0,0,12.1,23.599999999999994,1,0,0,2022,3
51,69.9,48.2,57.3,0.0,1,15.2,21.700000000000003,1,0,0,2022,2
0,74.3,42.8,56.1,0.0,0,10.4,31.5,1,0,0,2022,2
0,79.6,44.8,59.7,0.0,0,15.2,34.8,1,0,0,2022,2
3,74.5,48.1,60.3,0.0,0,12.7,26.4,1,0,0,2022,3
3,79.1,49.1,59.7,0.0,0,11.1,29.999999999999996,1,0,0,2022,3
3,77.3,49.8,62.2,0.0,0,13.3,27.5,1,0,0,2022,3
3,84.3,51.1,63.3,0.0,0,18.8,33.2,1,0,0,2022,4
3,83.1,50.5,65.5,0.0,0,23.5,32.599999999999994,1,0,0,2022,4
3,82.0,52.0,66.3,0.0,0,13.2,30.0,1,0,0,2022,4
3,77.9,53.7,61.8,0.0,0,13.5,24.200000000000003,1,0,0,2022,4
51,76.3,52.1,61.1,0.0,2,21.4,24.2,1,0,0,2022,5
3,77.4,48.2,61.4,0.0,0,20.0,29.200000000000003,1,0,0,2022,5
3,86.3,54.6,67.2,0.0,0,9.5,31.7,1,0,0,2022,5
0,88.1,59.6,72.3,0.0,0,13.0,28.499999999999996,1,0,0,2022,5
2,86.8,56.9,70.9,0.0,0,13.0,29.9,1,0,0,2022,6
3,84.4,55.4,66.3,0.0,0,11.2,29.000000000000007,1,0,0,2022,6
3,77.8,50.4,61.9,0.0,0,12.4,27.4,1,0,0,2022,6
3,70.3,48.8,58.8,0.0,0,11.2,21.5,1,0,0,2022,7
63,65.5,55.0,57.9,0.0,13,17.9,10.5,1,0,0,2022,7
63,65.6,49.1,55.8,0.0,9,16.5,16.499999999999993,1,0,0,2022,7
2,66.2,49.7,57.1,0.0,0,11.5,16.5,1,0,0,2022,7
51,64.1,53.7,57.8,0.0,5,8.5,10.399999999999991,1,0,0,2022,8
3,68.1,53.3,59.3,0.0,0,10.2,14.799999999999995,1,0,0,2022,8
51,66.2,51.2,57.4,0.0,2,10.4,15.0,1,0,0,2022,7
51,65.3,53.7,58.2,0.0,1,10.9,11.599999999999994,1,0,0,2022,6
3,70.1,49.6,57.0,0.0,0,9.5,20.499999999999996,1,0,0,2022,6
3,86.7,50.1,62.0,0.0,0,12.6,36.6,1,0,0,2022,5
0,90.6,55.4,67.3,0.0,0,9.8,35.2,1,0,0,2022,4
0,96.8,58.5,75.0,0.0,0,8.4,38.3,1,0,0,2022,4
1,98.7,58.7,77.0,0.0,0,13.2,40.0,1,0,0,2022,3
3,91.8,63.4,76.0,0.0,0,13.9,28.4,1,0,0,2022,2
3,78.6,57.6,65.3,0.0,0,12.0,20.999999999999996,1,0,0,2022,2
51,69.1,58.7,62.9,0.0,7,14.4,10.399999999999991,1,0,0,2022,3
51,70.1,51.0,59.1,0.0,1,20.4,19.099999999999994,1,0,0,2022,3
0,72.2,44.1,59.0,0.0,0,17.6,28.1,1,0,0,2022,3
0,73.2,48.6,59.6,0.0,0,14.1,24.6,1,0,0,2022,3
3,73.3,50.9,60.3,0.0,0,13.7,22.4,1,0,0,2022,4
51,69.6,52.0,60.0,0.0,2,17.3,17.599999999999994,1,0,0,2022,4
3,73.9,51.5,60.8,0.0,0,12.9,22.40000000000001,1,0,0,2022,4
3,77.9,51.8,61.6,0.0,0,13.0,26.10000000000001,1,0,0,2022,5
3,77.5,54.8,63.9,0.0,0,12.6,22.700000000000003,1,0,0,2022,5
3,74.0,57.3,63.7,0.0,0,11.9,16.700000000000003,1,0,0,2022,5
2,69.9,49.3,58.9,0.0,0,15.7,20.60000000000001,1,0,0,2022,5
61,68.6,52.7,59.9,0.0,9,18.7,15.899999999999991,1,0,0,2022,6
3,75.5,48.7,59.9,0.0,0,16.8,26.8,1,0,0,2022,6
0,87.2,49.0,66.5,0.0,0,16.6,38.2,1,0,0,2022,6
2,90.5,53.8,71.0,0.0,0,15.7,36.7,1,0,0,2022,7
3,82.9,54.7,70.6,0.0,0,13.4,28.200000000000003,1,0,0,2022,7
3,75.6,54.4,64.3,0.0,0,11.1,21.2,1,0,0,2022,7
3,70.3,55.8,61.8,0.0,0,12.2,14.5,1,0,0,2022,7
3,74.3,50.0,60.3,0.0,0,12.4,24.3,1,0,0,2022,8
1,78.8,51.1,63.6,0.0,0,13.2,27.7,1,0,0,2022,8
3,74.2,55.0,63.2,0.0,0,10.2,19.200000000000003,1,0,0,2022,7
3,74.9,57.0,64.1,0.0,0,12.2,17.900000000000006,1,0,0,2022,7
3,75.4,56.7,63.1,0.0,0,12.5,18.700000000000003,1,0,0,2022,6
3,80.6,54.1,63.7,0.0,0,11.9,26.499999999999996,1,0,0,2022,5
3,79.8,55.5,65.3,0.0,0,11.5,24.3,1,0,0,2022,5
3,83.1,53.2,65.5,0.0,0,11.9,29.89999999999999,1,0,0,2022,4
3,78.1,57.6,66.5,0.0,0,12.1,20.499999999999996,1,0,0,2022,3
51,72.1,58.8,63.5,0.0,2,12.1,13.299999999999995,1,0,0,2022,3
51,71.5,50.4,60.1,0.0,2,13.4,21.1,1,0,0,2022,2
3,71.8,49.4,60.0,0.0,0,16.3,22.4,1,0,0,2022,2
1,72.5,46.6,58.9,0.0,0,16.6,25.9,1,0,0,2022,3
1,81.5,47.7,64.7,0.0,0,14.8,33.8,1,0,0,2022,3
0,91.2,55.3,70.5,0.0,0,12.9,35.900000000000006,1,0,0,2022,3
3,93.9,61.4,75.4,0.0,0,13.4,32.50000000000001,1,0,0,2022,3
3,90.7,58.0,73.1,0.0,0,15.8,32.7,1,0,0,2022,4
3,81.4,56.3,65.7,0.0,0,12.2,25.10000000000001,1,0,0,2022,4
3,74.7,55.7,63.9,0.0,0,10.7,19.0,1,0,0,2022,4
3,77.9,56.7,64.4,0.0,0,11.1,21.200000000000003,1,0,0,2022,5
51,76.2,56.3,63.8,0.0,2,10.5,19.90000000000001,1,0,0,2022,5
51,68.7,58.0,62.3,0.0,13,10.1,10.700000000000005,1,0,0,2022,5
51,73.4,58.8,64.0,0.0,8,12.1,14.600000000000009,1,0,0,2022,6
2,73.4,52.8,62.6,0.0,0,12.4,20.60000000000001,1,0,0,2022,6
3,75.5,53.5,60.9,0.0,0,11.6,22.0,1,0,0,2022,6
3,78.9,55.5,63.8,0.0,0,11.1,23.40000000000001,1,0,0,2022,6
3,79.0,55.5,65.2,0.0,0,10.6,23.5,1,0,0,2022,7
3,76.7,58.4,65.4,0.0,0,12.4,18.300000000000004,1,0,0,2022,7
3,74.8,54.5,63.2,0.0,0,12.5,20.3,1,0,0,2022,7
3,70.2,54.8,62.1,0.0,0,12.0,15.400000000000006,1,0,0,2022,8
3,76.1,56.7,64.2,0.0,0,12.0,19.39999999999999,1,0,0,2022,8
3,79.0,56.3,65.6,0.0,0,17.4,22.700000000000003,1,0,0,2022,8
3,80.0,54.7,65.5,0.0,0,12.5,25.3,1,0,0,2022,7
3,86.7,56.3,68.5,0.0,0,13.8,30.40000000000001,1,0,0,2022,6
3,84.6,58.5,68.5,0.0,0,12.8,26.099999999999994,1,0,0,2022,6
3,78.7,58.3,66.0,0.0,0,12.5,20.40000000000001,1,0,0,2022,5
3,79.7,60.0,66.3,0.0,0,11.9,19.700000000000003,1,0,0,2022,4
3,79.9,60.0,67.1,0.0,0,11.1,19.90000000000001,1,0,0,2022,4
3,82.5,61.8,69.5,0.0,0,11.7,20.700000000000003,1,0,0,2022,3
3,83.2,61.9,70.6,0.0,0,11.8,21.300000000000004,1,0,0,2022,2
3,84.8,60.8,70.4,0.0,0,12.0,24.0,1,0,0,2022,2
3,87.7,60.8,70.4,0.0,0,11.9,26.90000000000001,1,0,0,2022,3
3,88.7,61.4,71.4,0.0,0,12.0,27.300000000000004,1,0,0,2022,3
1,83.2,59.5,71.0,0.0,0,12.5,23.700000000000003,1,0,0,2022,3
3,82.5,59.0,69.7,0.0,0,10.9,23.5,1,0,0,2022,3
3,82.4,61.9,69.2,0.0,0,12.7,20.500000000000007,1,0,0,2022,4
51,83.0,63.7,70.4,0.0,1,12.7,19.3,1,0,0,2022,4
3,87.5,61.1,70.7,0.0,0,12.4,26.4,1,0,0,2022,4
3,86.1,61.1,70.4,0.0,0,11.9,24.999999999999996,1,0,0,2022,5
3,79.6,62.1,68.9,0.0,0,12.4,17.499999999999993,1,0,0,2022,5
3,78.8,57.2,66.8,0.0,0,12.9,21.599999999999994,1,0,0,2022,5
0,82.1,57.9,68.8,0.0,0,18.4,24.2,1,0,0,2022,5
0,94.9,58.9,72.9,0.0,0,14.5,36.00000000000001,1,0,0,2022,6
1,93.8,61.5,76.2,0.0,0,11.7,32.3,1,0,0,2022,6
65,86.9,60.4,72.7,0.0,12,10.6,26.500000000000007,1,0,0,2022,6
1,87.5,61.3,72.9,0.0,0,12.8,26.200000000000003,1,0,0,2022,6
0,84.6,58.1,70.1,0.0,0,10.5,26.499999999999996,1,0,0,2022,7
3,84.8,56.7,68.9,0.0,0,11.0,28.099999999999994,1,0,0,2022,7
3,89.1,57.6,70.2,0.0,0,11.3,31.499999999999996,1,0,0,2022,7
3,92.9,59.5,73.0,0.0,0,11.1,33.400000000000006,1,0,0,2022,8
2,92.6,63.5,76.2,0.0,0,10.6,29.099999999999994,1,0,0,2022,8
0,91.6,62.0,75.4,0.0,0,10.0,29.599999999999994,1,0,0,2022,8
2,88.6,63.1,74.2,0.0,0,11.7,25.499999999999996,1,0,0,2022,7
3,87.8,60.9,72.1,0.0,0,10.6,26.9,1,0,0,2022,6
1,82.5,61.0,70.8,0.0,0,11.1,21.5,1,0,0,2022,6
3,80.1,59.9,69.1,0.0,0,11.7,20.2,1,0,0,2022,5
1,80.4,59.0,67.9,0.0,0,11.5,21.40000000000001,1,0,0,2022,4
3,81.4,61.2,69.3,0.0,0,13.3,20.200000000000003,1,0,0,2022,4
3,82.1,63.3,70.1,0.0,0,14.0,18.8,1,0,0,2022,3
3,86.3,59.6,70.6,0.0,0,12.0,26.7,1,0,0,2022,2
3,84.9,60.4,70.1,0.0,0,12.8,24.500000000000007,1,0,0,2022,2
3,84.6,59.9,70.6,0.0,0,13.3,24.7,1,0,0,2022,3
3,89.4,60.7,72.4,0.0,0,11.7,28.700000000000003,1,0,0,2022,3
3,83.9,59.6,70.3,0.0,0,11.3,24.300000000000004,1,0,0,2022,3
3,79.5,59.2,68.0,0.0,0,10.7,20.3,1,0,0,2022,4
3,81.4,57.5,67.8,0.0,0,12.3,23.90000000000001,1,0,0,2022,4
3,81.5,60.4,69.4,0.0,0,11.6,21.1,1,0,0,2022,4
3,86.9,62.6,71.7,0.0,0,11.7,24.300000000000004,1,0,0,2022,5
0,92.2,63.4,73.3,0.0,0,12.3,28.800000000000004,1,0,0,2022,5
3,92.1,64.6,74.4,0.0,0,12.1,27.5,1,0,0,2022,5
2,90.3,66.0,75.4,0.0,0,12.7,24.3,1,0,0,2022,5
0,90.5,64.1,75.2,0.0,0,11.2,26.40000000000001,1,0,0,2022,6
3,91.3,64.7,74.8,0.0,0,13.5,26.599999999999994,1,0,0,2022,6
3,90.3,64.0,74.2,0.0,0,11.8,26.3,1,0,0,2022,6
3,87.8,61.2,72.1,0.0,0,10.0,26.599999999999994,1,0,0,2022,6
3,85.1,62.2,71.9,0.0,0,11.8,22.89999999999999,1,0,0,2022,7
3,83.7,63.6,70.5,0.0,0,11.9,20.1,1,0,0,2022,7
3,85.1,62.3,71.0,0.0,0,12.2,22.8,1,0,0,2022,7
3,83.0,62.3,70.7,0.0,0,10.8,20.700000000000003,1,0,0,2022,8
3,83.1,61.0,69.9,0.0,0,10.8,22.099999999999994,1,0,0,2022,8
2,86.5,61.8,71.5,0.0,0,10.0,24.700000000000003,1,0,0,2022,8
3,86.5,63.0,73.6,0.0,0,10.0,23.5,1,0,0,2022,7
3,88.6,65.3,74.7,0.0,0,12.3,23.3,1,0,0,2022,6
53,88.5,67.6,75.8,0.0,4,12.0,20.90000000000001,1,0,0,2022,6
3,87.9,67.9,76.6,0.0,0,11.6,20.0,1,0,0,2022,5
3,84.8,64.4,73.0,0.0,0,13.3,20.39999999999999,1,0,0,2022,4
3,89.4,63.1,72.7,0.0,0,12.8,26.300000000000004,1,0,0,2022,4
3,86.7,66.3,74.4,0.0,0,11.9,20.40000000000001,1,0,0,2022,3
3,88.7,66.9,75.1,0.0,0,13.4,21.8,1,0,0,2022,2
0,91.6,62.6,75.5,0.0,0,14.4,28.999999999999996,1,0,0,2022,2
0,96.8,63.2,77.6,0.0,0,12.2,33.599999999999994,1,0,0,2022,3
3,92.8,65.8,77.8,0.0,0,10.3,27.0,1,0,0,2022,3
3,93.0,69.0,78.9,0.0,0,10.9,24.0,1,0,0,2022,3
1,94.1,68.9,79.4,0.0,0,12.4,25.19999999999999,1,0,0,2022,3
3,93.4,66.8,78.4,0.0,0,13.2,26.60000000000001,1,0,0,2022,4
2,92.9,63.7,76.2,0.0,0,12.9,29.200000000000003,1,0,0,2022,4
1,94.0,64.9,78.0,0.0,0,11.1,29.099999999999994,1,0,0,2022,4
0,93.2,65.4,77.9,0.0,0,12.7,27.8,1,0,0,2022,5
0,91.3,63.6,76.1,0.0,0,10.9,27.7,1,0,0,2022,5
1,91.8,63.5,76.0,0.0,0,12.4,28.3,1,0,0,2022,5
3,90.3,65.5,76.5,0.0,0,11.3,24.8,1,0,0,2022,5
0,87.1,63.5,74.2,0.0,0,12.0,23.599999999999994,1,0,0,2022,6
0,88.4,62.0,72.4,0.0,0,11.7,26.40000000000001,1,0,0,2022,6
3,85.3,65.3,73.6,0.0,0,10.3,20.0,1,0,0,2022,6
3,83.6,67.6,73.2,0.0,0,10.3,16.0,1,0,0,2022,6
3,85.7,64.1,71.7,0.0,0,10.3,21.60000000000001,1,0,0,2022,7
3,89.3,61.7,72.2,0.0,0,11.4,27.599999999999994,1,0,0,2022,7
1,89.5,65.2,74.7,0.0,0,10.8,24.3,1,0,0,2022,7
2,90.2,66.8,76.4,0.0,0,9.5,23.40000000000001,1,0,0,2022,8
3,85.5,64.3,73.6,0.0,0,11.5,21.200000000000003,1,0,0,2022,8
3,82.8,63.9,71.9,0.0,0,10.3,18.9,1,0,0,2022,8
3,82.4,65.4,72.1,0.0,0,10.4,17.0,1,0,0,2022,7
2,83.3,62.9,70.9,0.0,0,12.2,20.4,1,0,0,2022,6
0,92.6,62.4,73.7,0.0,0,11.6,30.2,1,0,0,2022,5
0,99.0,65.7,78.7,0.0,0,10.9,33.3,1,0,0,2022,5
3,102.5,71.9,86.9,0.0,0,11.6,30.599999999999994,1,0,0,2022,4
2,99.7,71.5,83.7,0.0,0,11.0,28.200000000000003,1,0,0,2022,3
2,100.7,71.0,84.4,0.0,0,12.5,29.700000000000003,1,0,0,2022,2
3,109.0,78.0,90.6,0.0,0,15.4,31.0,1,0,0,2022,2
1,99.4,74.0,84.7,0.0,0,15.2,25.40000000000001,1,0,0,2022,3
1,98.6,69.6,83.2,0.0,0,10.0,29.0,1,0,0,2022,3
2,101.9,71.7,82.8,0.0,0,12.1,30.200000000000003,1,0,0,2022,3
2,100.6,71.9,84.5,0.0,0,9.5,28.69999999999999,1,0,0,2022,3
3,103.4,79.8,89.6,0.0,0,17.5,23.60000000000001,1,0,0,2022,4
63,85.5,71.6,75.8,0.0,16,9.2,13.900000000000006,1,0,0,2022,4
63,83.9,70.9,75.6,0.0,6,10.8,13.0,1,0,0,2022,4
63,82.2,70.3,74.8,0.0,6,10.8,11.900000000000006,1,0,0,2022,5
51,81.5,67.7,74.0,0.0,2,10.7,13.799999999999995,1,0,0,2022,5
3,80.6,65.1,71.5,0.0,0,8.7,15.5,1,0,0,2022,5
51,80.3,62.8,70.1,0.0,1,10.1,17.5,1,0,0,2022,5
3,81.7,61.6,69.9,0.0,0,12.7,20.1,1,0,0,2022,6
3,81.6,62.3,70.3,0.0,0,9.9,19.3,1,0,0,2022,6
51,76.6,64.7,69.7,0.0,1,10.9,11.899999999999991,1,0,0,2022,6
0,80.6,60.7,68.8,0.0,0,13.7,19.89999999999999,1,0,0,2022,6
3,81.2,64.3,71.1,0.0,0,12.8,16.900000000000006,1,0,0,2022,7
1,82.6,60.2,71.0,0.0,0,13.5,22.39999999999999,1,0,0,2022,7
0,88.1,59.5,72.2,0.0,0,12.2,28.599999999999994,1,0,0,2022,7
3,92.8,63.9,74.9,0.0,0,11.5,28.9,1,0,0,2022,8
2,92.1,65.2,76.4,0.0,0,12.7,26.89999999999999,1,0,0,2022,8
0,92.1,64.2,75.9,0.0,0,12.3,27.89999999999999,1,0,0,2022,8
1,92.2,63.8,75.4,0.0,0,11.2,28.40000000000001,1,0,0,2022,7
1,95.0,65.1,76.7,0.0,0,11.2,29.90000000000001,1,0,0,2022,6
1,95.7,66.2,77.9,0.0,0,11.2,29.5,1,0,0,2022,6
3,89.4,65.0,74.7,0.0,0,11.4,24.40000000000001,1,0,0,2022,5
3,81.6,62.6,70.1,0.0,0,10.9,18.999999999999996,1,0,0,2022,4
3,79.4,58.8,67.5,0.0,0,10.1,20.60000000000001,1,0,0,2022,4
1,79.9,58.2,67.4,0.0,0,10.3,21.700000000000003,1,0,0,2022,3
3,81.7,60.3,68.1,0.0,0,10.4,21.40000000000001,1,0,0,2022,2
3,86.1,61.3,69.8,0.0,0,9.9,24.8,1,0,0,2022,2
3,84.7,62.8,70.3,0.0,0,10.5,21.90000000000001,1,0,0,2022,3
3,83.9,63.3,70.0,0.0,0,11.0,20.60000000000001,1,0,0,2022,3
3,84.1,62.6,69.7,0.0,0,10.2,21.499999999999996,1,0,0,2022,3
2,85.4,62.4,70.4,0.0,0,9.8,23.000000000000007,1,0,0,2022,4
3,83.6,61.7,69.9,0.0,0,10.1,21.89999999999999,1,0,0,2022,4
3,80.3,60.1,67.8,0.0,0,9.8,20.2,1,0,0,2022,4
3,80.7,60.4,67.6,0.0,0,10.7,20.300000000000004,1,0,0,2022,4
51,79.2,62.7,69.0,0.0,1,10.8,16.5,1,0,0,2022,5
3,79.1,63.3,67.8,0.0,0,10.4,15.799999999999995,1,0,0,2022,5
3,78.3,61.7,66.6,0.0,0,10.9,16.599999999999994,1,0,0,2022,5
51,74.1,64.6,67.1,0.0,7,9.5,9.5,1,0,0,2022,6
51,75.7,59.8,65.8,0.0,2,11.4,15.900000000000006,1,0,0,2022,6
1,80.7,56.1,66.0,0.0,0,9.7,24.6,1,0,0,2022,6
3,90.7,59.7,70.8,0.0,0,9.8,31.0,1,0,0,2022,6
0,95.4,64.9,77.6,0.0,0,10.4,30.5,1,0,0,2022,6
3,90.6,69.0,78.9,0.0,0,13.3,21.599999999999994,1,0,0,2022,7
1,82.8,60.4,70.6,0.0,0,10.9,22.4,1,0,0,2022,7
51,76.1,60.5,65.9,0.0,5,10.3,15.599999999999994,1,0,0,2022,7
51,77.3,57.3,64.0,0.0,5,15.8,20.0,1,0,0,2022,8
0,75.9,48.2,60.1,0.0,0,11.0,27.700000000000003,1,0,0,2022,8
0,79.9,54.0,64.0,0.0,0,10.2,25.90000000000001,1,0,0,2022,8
3,74.5,52.8,63.3,0.0,0,10.8,21.700000000000003,1,0,0,2022,7
3,77.0,56.6,63.2,0.0,0,8.0,20.4,1,0,0,2022,6
3,78.8,52.8,65.1,0.0,0,10.1,26.0,1,0,0,2022,5
3,79.7,54.5,63.9,0.0,0,10.5,25.200000000000003,1,0,0,2022,5
3,81.9,57.2,65.8,0.0,0,9.6,24.700000000000003,1,0,0,2022,4
3,80.7,55.6,66.6,0.0,0,7.8,25.1,1,0,0,2022,3
3,78.3,60.4,65.9,0.0,0,11.6,17.9,1,0,0,2022,2
63,69.7,57.1,62.0,0.0,10,12.2,12.6,1,0,0,2022,2
1,66.6,49.3,57.0,0.0,0,19.5,17.299999999999997,1,0,0,2022,3
3,69.9,44.0,55.2,0.0,0,14.7,25.90000000000001,1,0,0,2022,3
3,72.7,47.2,58.1,0.0,0,9.0,25.5,1,0,0,2022,3
0,70.5,50.5,59.1,0.0,0,7.8,20.0,1,0,0,2022,3
53,66.8,57.4,60.1,0.0,15,10.5,9.4,1,0,0,2022,4
63,64.7,53.5,58.3,0.0,15,21.7,11.200000000000005,1,0,0,2022,4
63,62.7,46.1,53.6,0.0,11,13.3,16.6,1,0,0,2022,4
0,65.8,40.7,50.7,0.0,0,14.3,25.099999999999994,1,0,0,2022,4
3,67.2,42.7,52.7,0.0,0,5.4,24.5,1,0,0,2022,5
3,66.2,44.6,53.7,0.0,0,7.3,21.6,1,0,0,2022,5
1,66.4,42.8,53.2,0.0,0,9.6,23.60000000000001,1,0,0,2022,5
0,68.4,43.5,52.9,0.0,0,10.8,24.90000000000001,1,0,0,2022,6
0,70.1,41.8,54.8,0.0,0,6.2,28.3,1,0,0,2022,6
0,72.6,48.7,58.1,0.0,0,9.1,23.89999999999999,1,0,0,2022,6
3,74.9,41.1,54.4,0.0,0,7.8,33.800000000000004,1,0,0,2022,6
3,69.6,43.6,56.5,0.0,0,9.3,25.999999999999996,1,0,0,2022,7
0,74.3,46.8,58.2,0.0,0,6.1,27.5,1,0,0,2022,7
0,77.2,39.2,55.7,0.0,0,8.9,38.0,1,0,0,2022,7
3,76.0,42.9,57.4,0.0,0,6.2,33.1,1,0,0,2022,7
3,75.5,45.5,58.5,0.0,0,6.5,30.0,1,0,0,2022,8
2,72.7,47.2,59.0,0.0,0,8.1,25.5,1,0,0,2022,8
2,79.8,48.0,61.0,0.0,0,7.8,31.8,1,0,0,2022,7
3,75.9,44.9,58.4,0.0,0,11.7,31.000000000000007,1,0,0,2022,6
1,71.2,45.7,58.1,0.0,0,8.1,25.5,1,0,0,2022,5
2,72.7,50.4,59.1,0.0,0,7.0,22.300000000000004,1,0,0,2022,5
51,64.3,51.8,56.7,0.0,3,9.4,12.5,1,0,0,2022,4
51,64.6,49.3,56.5,0.0,2,7.9,15.299999999999995,1,0,0,2022,3
51,64.5,47.0,54.8,0.0,5,10.6,17.5,1,0,0,2022,2
51,59.3,51.4,55.1,0.0,6,8.3,7.899999999999999,1,0,0,2022,2
53,58.0,52.5,54.4,0.0,11,9.4,5.5,1,0,0,2022,2
61,69.4,52.6,58.0,0.0,3,9.6,16.800000000000004,1,0,0,2022,3
61,63.8,54.1,57.3,0.0,4,7.7,9.699999999999996,1,0,0,2022,3
63,62.1,50.8,57.6,0.0,16,4.7,11.300000000000004,1,0,0,2022,3
51,61.4,48.3,53.7,0.0,3,7.7,13.1,1,0,0,2022,4
53,60.4,43.5,51.1,0.0,6,6.3,16.9,1,0,0,2022,4
1,61.8,41.4,49.2,0.0,0,9.6,20.4,1,0,0,2022,4
3,61.5,40.4,48.9,0.0,0,8.6,21.1,1,0,0,2022,4
51,58.9,42.1,50.1,0.0,1,5.6,16.799999999999997,1,0,0,2022,4
63,58.6,53.1,54.9,0.0,19,14.8,5.5,1,0,0,2022,5
61,54.5,40.8,46.2,0.0,7,9.9,13.700000000000005,1,0,0,2022,5
1,55.9,36.8,44.6,0.0,0,5.6,19.1,1,0,0,2022,5
3,59.0,37.9,46.3,0.0,0,6.0,21.1,1,0,0,2022,6
3,60.8,41.8,49.2,0.0,0,5.9,19.0,1,0,0,2022,6
3,62.9,44.1,51.8,0.0,0,4.9,18.8,1,0,0,2022,6
3,63.4,37.9,48.5,0.0,0,4.3,25.5,1,0,0,2022,6
3,62.8,41.5,52.0,0.0,0,6.9,21.3,1,0,0,2022,7
1,63.6,40.0,49.5,0.0,0,5.9,23.6,1,0,0,2022,7
3,64.8,45.0,54.1,0.0,0,6.9,19.8,1,0,0,2022,7
0,69.9,39.9,51.2,0.0,0,4.5,30.000000000000007,1,0,0,2022,7
3,68.0,47.1,55.8,0.0,0,8.2,20.9,1,0,0,2022,8
3,66.7,44.4,54.8,0.0,0,6.9,22.300000000000004,1,0,0,2022,8
0,75.3,46.8,57.8,0.0,0,5.2,28.5,1,0,0,2022,7
3,80.8,47.2,60.7,0.0,0,5.7,33.599999999999994,1,0,0,2022,6
3,80.4,56.0,66.1,0.0,0,7.3,24.40000000000001,1,0,0,2022,5
51,74.4,53.3,60.6,0.0,1,7.2,21.10000000000001,1,0,0,2022,5
63,63.2,50.5,55.6,0.0,10,8.2,12.700000000000005,1,0,0,2022,4
3,61.3,50.6,55.0,0.0,0,6.3,10.699999999999996,1,0,0,2022,3
3,59.3,50.7,54.7,0.0,0,5.4,8.599999999999994,1,0,0,2022,2
61,58.2,55.1,56.2,0.0,19,10.6,3.1000000000000014,1,0,0,2022,2
63,61.0,47.8,55.5,0.0,10,22.4,13.200000000000005,1,0,0,2023,3
3,58.1,41.2,49.6,0.0,0,11.8,16.9,1,0,0,2023,3
61,56.7,48.6,51.7,0.0,20,13.5,8.100000000000001,1,0,0,2023,3
63,59.3,54.6,56.5,0.0,17,11.3,4.699999999999996,1,0,0,2023,3
63,59.8,53.6,55.9,0.0,21,16.1,6.199999999999996,1,0,0,2023,4
53,59.8,41.6,49.2,0.0,3,6.0,18.2,1,0,0,2023,4
3,64.5,43.2,52.5,0.0,0,6.5,21.3,1,0,0,2023,4
51,61.9,47.2,53.9,0.0,1,5.5,14.699999999999996,1,0,0,2023,4
63,60.1,50.7,54.6,0.0,15,13.7,9.4,1,0,0,2023,5
65,59.0,52.9,55.9,0.0,22,19.2,6.100000000000001,1,0,0,2023,5
3,60.8,43.2,50.1,0.0,0,5.5,17.599999999999994,1,0,0,2023,5
3,66.5,45.2,54.3,0.0,0,6.1,21.3,1,0,0,2023,5
3,65.7,50.0,56.1,0.0,0,6.7,15.700000000000005,1,0,0,2023,6
63,61.1,49.1,52.3,0.0,8,12.2,12.0,1,0,0,2023,6
63,56.3,46.8,51.4,0.0,8,10.3,9.5,1,0,0,2023,6
63,59.3,49.8,53.2,0.0,17,17.9,9.5,1,0,0,2023,6
51,57.7,39.2,48.4,0.0,1,10.1,18.5,1,0,0,2023,7
3,58.0,38.3,46.5,0.0,0,11.5,19.700000000000003,1,0,0,2023,7
3,57.6,40.8,47.6,0.0,0,6.6,16.800000000000004,1,0,0,2023,7
51,57.5,37.1,47.4,0.0,2,6.0,20.4,1,0,0,2023,8
0,59.9,35.7,45.8,0.0,0,4.9,24.2,1,0,0,2023,8
3,61.2,39.4,48.1,0.0,0,7.0,21.800000000000004,1,0,0,2023,7
3,61.9,36.2,48.7,0.0,0,13.0,25.7,1,0,0,2023,6
0,63.0,37.5,48.2,0.0,0,5.5,25.5,1,0,0,2023,5
0,67.0,42.8,52.5,0.0,0,7.2,24.200000000000003,1,0,0,2023,5
0,64.5,39.3,51.2,0.0,0,8.4,25.200000000000003,1,0,0,2023,4
0,65.6,40.4,52.0,0.0,0,7.0,25.2,1,0,0,2023,3
3,63.9,42.9,50.8,0.0,0,6.9,21.0,1,0,0,2023,2
53,59.3,49.6,52.2,0.0,7,10.9,9.699999999999996,1,0,0,2023,2
63,53.8,46.2,49.0,0.0,18,8.0,7.599999999999994,1,0,0,2023,2
51,62.0,40.3,49.1,0.0,2,8.4,21.700000000000003,1,0,0,2023,3
0,63.5,34.5,46.9,0.0,0,6.9,29.0,1,0,0,2023,3
